epoch,train_loss,train_acc,val_loss,val_acc
1,0.6000233996345337,0.6867469879518072,0.5262538711708712,0.7530120481927711
2,0.5125853202518929,0.7906626506024096,0.4943500166556921,0.7650602409638554
3,0.5027505557265985,0.7816265060240963,0.5123787967555494,0.7710843373493976
4,0.47384054130728703,0.7891566265060241,0.47496862637709425,0.7710843373493976
5,0.4708424626838371,0.802710843373494,0.46278934306408986,0.7951807228915663
6,0.4614788224045412,0.8042168674698795,0.4791181214961661,0.7710843373493976
7,0.4567518663783389,0.822289156626506,0.45858998830059927,0.7891566265060241
8,0.4787695818547025,0.7951807228915663,0.5080727505755712,0.7289156626506024
9,0.45518206625458707,0.8087349397590361,0.43440580691199704,0.7891566265060241
10,0.46637903845094775,0.8057228915662651,0.4550583227930299,0.7650602409638554
11,0.4577442128435675,0.8237951807228916,0.5073618905012867,0.7409638554216867
12,0.4581212128501341,0.8072289156626506,0.43473271504942196,0.7771084337349398
13,0.43626761037003564,0.8298192771084337,0.5855996943561428,0.7108433734939759
14,0.4723010950059776,0.802710843373494,0.43533437025834276,0.7771084337349398
15,0.42088377792163784,0.8328313253012049,0.43019757410848,0.7951807228915663
16,0.42498369820146675,0.8343373493975904,0.41971087150545006,0.7951807228915663
17,0.4315669453556997,0.8162650602409639,0.44056592908609343,0.7710843373493976
18,0.41518294512776727,0.8268072289156626,0.4625463682305382,0.7771084337349398
19,0.4186021840446685,0.8207831325301205,0.40477396413145295,0.8433734939759037
20,0.4210779001285513,0.8237951807228916,0.4629348259733384,0.7771084337349398
21,0.42262705081108826,0.8373493975903614,0.38685575450759335,0.8554216867469879
22,0.42092148309955035,0.8358433734939759,0.43004563738064594,0.7771084337349398
23,0.44850769113883915,0.8253012048192772,0.45430318616240856,0.7771084337349398
24,0.4215099182069661,0.8298192771084337,0.42918183466038073,0.7891566265060241
25,0.4148376591009907,0.8313253012048193,0.4205430431897382,0.8192771084337349
26,0.43419372330767564,0.8177710843373494,0.45545301487646905,0.7891566265060241
27,0.4185598192803831,0.8328313253012049,0.4248364011207259,0.8253012048192772
28,0.41069755063627855,0.8493975903614458,0.5115959288844143,0.7469879518072289
29,0.43499492003346785,0.8192771084337349,0.4233379182686289,0.8253012048192772
30,0.4077610532382885,0.8162650602409639,0.42648198787706443,0.7831325301204819
31,0.44089678377586317,0.8253012048192772,0.41311765507043124,0.8253012048192772
32,0.4100537580404296,0.8268072289156626,0.42077276478689835,0.8012048192771084
33,0.42915810009531946,0.8237951807228916,0.4287572893572141,0.7891566265060241
34,0.4156483383512641,0.8268072289156626,0.4182528982679528,0.7710843373493976
35,0.4074168072631919,0.8493975903614458,0.4189685728535595,0.8072289156626506
36,0.42855233838220674,0.8478915662650602,0.4207029434212719,0.8072289156626506
37,0.398715008566358,0.8448795180722891,0.42612391225544805,0.8192771084337349
38,0.4214404482753521,0.8207831325301205,0.44950275661715544,0.7771084337349398
39,0.42955573172454375,0.8253012048192772,0.43988006310649663,0.8012048192771084
40,0.40406106909490136,0.8207831325301205,0.44518970195428437,0.8012048192771084
41,0.4009357750056738,0.8253012048192772,0.43581509940236446,0.8132530120481928
42,0.41907905827624253,0.8207831325301205,0.4515282750488764,0.7831325301204819
43,0.41366257060723133,0.8358433734939759,0.46184316905866185,0.7771084337349398
44,0.41338306533015634,0.838855421686747,0.44695333454264213,0.7831325301204819
45,0.4107343213385846,0.8313253012048193,0.4433859929621938,0.7891566265060241
46,0.4370839471917555,0.8237951807228916,0.41139342797448836,0.8012048192771084
47,0.4232481785163463,0.8207831325301205,0.4498728533466178,0.7710843373493976
48,0.4147338250494865,0.8283132530120482,0.41079600083540724,0.8493975903614458
49,0.4102687424564936,0.8298192771084337,0.4163983574653246,0.8253012048192772
50,0.3918648922075349,0.8448795180722891,0.4492168945361333,0.7771084337349398
51,0.40796890944601544,0.8358433734939759,0.4186802799981761,0.8253012048192772
52,0.41058778004294416,0.8237951807228916,0.4070755645453212,0.8433734939759037
53,0.3961225718888174,0.8343373493975904,0.4892953487943454,0.7590361445783133
54,0.4277054290455508,0.8298192771084337,0.4192516725645008,0.7951807228915663
55,0.41722421105726654,0.8343373493975904,0.40803708557982044,0.8493975903614458
56,0.4249281261161149,0.8253012048192772,0.41477646624826525,0.8433734939759037
57,0.42035655760352153,0.8147590361445783,0.39953610713941506,0.8253012048192772
58,0.40462195175329607,0.8343373493975904,0.4601040733865945,0.7771084337349398
59,0.4020017933279994,0.8298192771084337,0.45709197833595505,0.8373493975903614
60,0.4444903999970979,0.8207831325301205,0.39941856695945005,0.8313253012048193
61,0.4174277233296489,0.8207831325301205,0.43714518629642857,0.8132530120481928
62,0.41154170604086066,0.8358433734939759,0.4120862118630524,0.8253012048192772
63,0.38765504161816045,0.8448795180722891,0.44752420197768383,0.8132530120481928
64,0.4082762983638838,0.8192771084337349,0.4434259894741587,0.8192771084337349
65,0.4001476038808385,0.8358433734939759,0.4619914578745164,0.8192771084337349
66,0.40279287835919714,0.8343373493975904,0.4693726704242718,0.7831325301204819
67,0.3933261523180338,0.8343373493975904,0.46188319734780187,0.8012048192771084
68,0.4168535552200783,0.8298192771084337,0.4776822695710573,0.7831325301204819
69,0.4166635670979698,0.8237951807228916,0.5078793523541416,0.7710843373493976
70,0.3902652372258255,0.8373493975903614,0.41742325951176956,0.8493975903614458
71,0.40445000045450336,0.8373493975903614,0.46896198948463763,0.7831325301204819
72,0.39624310167035065,0.8403614457831325,0.49111432537256955,0.7771084337349398
73,0.40165819373565265,0.8328313253012049,0.4567250708140523,0.7891566265060241
74,0.4057677632915866,0.8403614457831325,0.4347964555743229,0.7771084337349398
75,0.4107361726058894,0.8313253012048193,0.44373330850917175,0.8433734939759037
76,0.4218740741980363,0.8298192771084337,0.4088902086558112,0.8132530120481928
77,0.412797485175262,0.8253012048192772,0.434808081083269,0.8012048192771084
78,0.40525182890874073,0.8268072289156626,0.482931249112968,0.7831325301204819
79,0.43369390522634765,0.8192771084337349,0.49382912726646444,0.7771084337349398
80,0.4067725275744157,0.8207831325301205,0.4263392225446471,0.8373493975903614
81,0.41464513513338136,0.8328313253012049,0.4215712670281709,0.8433734939759037
82,0.4072431754994105,0.8448795180722891,0.4276946442852537,0.8192771084337349
83,0.3955705656995436,0.8448795180722891,0.4079067452126239,0.8493975903614458
84,0.4038569883679051,0.8313253012048193,0.42678955960345555,0.8373493975903614
